,OverallQual,GrLivArea,TotalBsmtSF,GarageCars,FullBath,YearBuilt,SalePrice,ExterQual_E,BsmtQual_E,FireplaceQu_E,HeatingQC_E,GarageFinish_E,Blmngtn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker
739,7,7.45529848568,6.76272950693,2.0,2,1.07909099058,12.1547793511,4,4.0,0,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,5,7.26752542783,5.57972982599,2.0,2,-2.02409575918,11.7905572016,3,2.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
741,6,6.81673588059,6.81673588059,1.0,1,-0.34045188431,11.8635823366,3,3.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
742,7,7.20785987143,7.20785987143,2.0,2,0.947040490593,12.0951410848,3,4.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
743,5,7.28961052145,6.25575004175,2.0,2,-0.274426634315,12.0725412529,3,4.0,3,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
744,8,7.19893124069,7.19893124069,2.0,2,0.715952115611,12.1007121299,4,4.0,3,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
745,8,7.90691548868,7.04141166379,2.0,3,0.154737490653,12.6108708647,5,3.0,3,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
746,7,7.72179177682,6.85961490365,2.0,2,0.947040490593,12.371587084,4,4.0,3,5,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,7,7.8789129123,7.1236727852,4.0,1,-3.01447450911,12.4911726373,4,3.0,4,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
748,7,7.45066079621,7.45066079621,2.0,2,0.814989990603,12.4699741893,4,4.0,3,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
749,4,7.33302301439,0.0,1.0,2,-0.86865388427,11.4927227577,3,0.0,0,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,4,7.03966034986,6.35784226651,0.0,1,-2.02409575918,11.4772982873,3,3.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
751,7,7.18614430452,6.49375383985,2.0,2,1.04607836559,11.9953516142,4,4.0,0,5,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,6,7.30988148582,7.29979736676,2.0,2,0.848002615601,12.2876526325,3,4.0,0,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,8,7.64921631982,6.93828448402,3.0,2,1.11210361558,12.5263429076,4,4.0,4,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
754,6,6.93439720993,6.93439720993,2.0,1,-0.0763508843296,11.9576112862,3,3.0,0,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
755,6,7.29437729929,6.59304453414,2.0,2,0.914027865596,12.0581525155,3,4.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
756,8,7.47816969416,6.76503897678,2.0,2,1.17812886558,12.2643415537,4,4.0,0,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,6,7.23489842031,6.51174532964,2.0,2,0.220762740648,11.9760303525,3,3.0,3,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
758,7,7.31455283232,6.61338421838,2.0,2,0.914027865596,12.0973732286,3,4.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
759,8,7.83676478326,7.18462915272,3.0,2,0.781977365606,12.577636202,4,4.0,3,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
760,6,6.76272950693,6.76272950693,1.0,1,-0.406477134305,11.7558716436,3,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
761,5,7.17165682277,7.04403289727,2.0,1,-1.56191900922,11.512925465,3,3.0,0,3,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,7,7.34471905415,6.62936325344,2.0,2,1.24415411557,12.2793231073,3,4.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
763,8,7.76895604454,7.1332959549,3.0,2,0.914027865596,12.7278382093,4,4.0,4,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
764,8,7.30988148582,7.30988148582,2.0,1,0.781977365606,12.506177238,4,4.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
765,9,7.31787619863,7.3125534981,2.0,2,1.21114149057,12.4842042572,4,4.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
766,7,7.4471683596,6.88857245957,2.0,2,0.550888990623,12.1884177103,3,4.0,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
767,6,7.46794233229,6.89162589705,1.0,2,-1.03371700926,11.9829290942,3,4.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
768,7,7.51588908522,7.52886925664,2.0,2,1.07909099058,12.2869011982,4,4.0,4,5,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,8,8.09559870138,7.40913644392,3.0,3,1.04607836559,13.1956138391,5,4.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
770,5,6.75576892198,6.75576892198,2.0,1,0.352813240638,11.8122890422,3,4.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
771,4,7.10742547411,6.72982407049,2.0,1,-0.670578134285,11.5327280923,3,2.0,0,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,6,7.01929665372,6.93731408122,2.0,1,0.154737490653,11.5805841134,3,3.0,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,5,6.81673588059,6.81673588059,1.0,1,-0.439489759302,11.648330102,3,3.0,0,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
774,8,7.58781721999,7.56837926784,3.0,2,1.14511624058,12.8866410439,4,4.0,4,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
775,6,7.09423484592,7.09423484592,2.0,2,0.881015240598,11.9953516142,3,5.0,0,5,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
776,7,7.38709023566,7.38709023566,3.0,2,1.11210361558,12.3081778685,4,4.0,0,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,5,6.79682371827,6.76272950693,2.0,1,0.0887122406579,11.8670972787,3,3.0,2,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
778,5,7.6113477174,0.0,2.0,2,0.18775011565,11.8775685786,3,0.0,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
779,6,6.91274282049,6.88346258641,2.0,1,0.18775011565,11.8130300574,3,4.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
780,7,7.13409372119,7.12125245324,2.0,2,0.781977365606,12.078239274,3,4.0,3,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,6,7.38025578843,6.63594655569,2.0,2,0.682939490613,12.0776709307,4,4.0,0,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
782,7,7.26612877956,7.25417784646,2.0,2,0.980053115591,12.1393985123,4,4.0,0,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,5,7.01301578964,7.00124562207,2.0,1,0.220762740648,12.0167264738,3,4.0,3,5,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
784,6,7.30317005124,6.61069604472,0.0,2,-1.89204525919,11.7597855429,3,3.0,4,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
785,6,7.20266119652,7.22475340577,2.0,2,-0.142376134325,11.9922604216,3,3.0,4,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
786,5,7.41034709782,6.53233429222,1.0,2,-1.8590326342,11.8422292121,3,2.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
787,7,7.64252413423,6.86380339145,2.0,2,1.07909099058,12.3587937325,4,4.0,0,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
788,4,6.80461452006,6.80461452006,1.0,1,-0.571540259292,11.5889601512,3,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
789,6,7.643961949,6.72503364217,2.0,2,-0.175388759322,12.1415341244,3,3.0,0,4,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,7,7.04403289727,7.04403289727,2.0,2,1.11210361558,11.9841783136,4,4.0,4,5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,6,6.96885037834,6.93731408122,2.0,1,0.154737490653,11.8968263952,3,4.0,3,3,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
792,7,7.60787807328,7.01929665372,2.0,2,0.814989990603,12.5053991576,4,4.0,3,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
793,8,7.31121838442,7.31121838442,2.0,2,1.17812886558,12.3238556812,4,4.0,0,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
794,7,7.54750168281,6.56948142041,2.0,2,0.748964740608,12.178187442,4,4.0,3,5,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,6,7.35564110297,6.47850964221,2.0,2,0.286787990643,12.0494188355,3,4.0,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
796,6,7.1592919048,6.49375383985,2.0,1,0.18775011565,11.8740903142,3,3.0,3,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
797,5,6.65157187359,6.65157187359,1.0,1,-0.60455288429,11.6082356448,3,3.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
798,9,8.05229649954,7.56371966841,3.0,3,1.21114149057,13.0919041699,5,5.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
799,5,7.47816969416,6.59578051396,1.0,1,-1.13275488425,12.0725412529,3,4.0,3,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
800,6,7.43189191681,6.42486902391,2.0,2,0.848002615601,12.2060726455,3,4.0,0,4,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,4,7.08757370556,7.08757370556,2.0,1,-1.8260200092,11.6073261404,3,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,7,7.2841348062,6.59167373201,2.0,2,1.11210361558,12.149502294,4,4.0,4,5,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,9,7.94555542825,7.45876269238,3.0,3,1.21114149057,13.2758275359,5,5.0,4,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
804,5,7.02908756415,6.84268328224,1.0,1,-0.571540259292,11.6784399034,3,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
805,7,7.26473017793,7.25700270709,2.0,2,1.21114149057,12.3356964133,4,4.0,0,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
806,5,6.88857245957,6.88857245957,1.0,2,-0.142376134325,11.8167269193,3,3.0,0,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
807,5,7.36327958696,7.18916773842,2.0,1,-1.59493163422,12.317166693,3,3.0,3,5,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,5,6.99117688712,6.93244789157,2.0,1,-0.175388759322,11.9826165454,3,3.0,4,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
809,5,7.66809370908,6.74523634948,2.0,2,-2.42024725915,11.5711943731,3,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
810,6,7.1777824162,6.94793706861,2.0,1,0.0887122406579,12.1062523102,3,3.0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
811,6,6.74405918631,6.74405918631,2.0,1,1.07909099058,11.8810347865,4,4.0,4,5,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,5,6.9517721644,6.29341927885,2.0,1,-0.637565509287,10.9329819619,2,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,6,7.27447955877,7.27447955877,1.0,1,-0.439489759302,11.9697172002,3,3.0,0,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
814,5,7.13169851047,6.53233429222,1.0,1,-1.7599947592,11.6613454701,3,3.0,0,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,7,7.41577697542,7.40853056689,2.0,2,0.881015240598,12.3234111379,3,4.0,0,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,5,6.91671502035,6.91671502035,1.0,1,-0.571540259292,11.8277362048,3,3.0,4,4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
817,8,7.43248380792,7.35819375273,3.0,2,1.01306574059,12.5098740999,4,4.0,4,5,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
818,6,6.95939851213,6.91869521902,2.0,1,-0.0103256343346,11.9511803959,3,3.0,0,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,7,7.21450441415,7.21450441415,2.0,2,1.24415411557,12.3194013308,4,4.0,4,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
820,7,7.40306109109,6.68336094577,2.0,2,1.04607836559,12.1172414318,4,4.0,0,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,4,6.84268328224,6.84268328224,2.0,1,-0.60455288429,11.4403547721,2,2.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
822,7,7.45818615734,6.74288063579,2.0,2,1.04607836559,12.3238556812,4,4.0,4,5,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,6,7.30653139894,6.65801104587,1.0,2,-1.03371700926,11.8458198802,3,3.0,4,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
824,8,7.30653139894,7.30653139894,2.0,2,1.14511624058,12.3570755191,4,4.0,4,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
825,10,7.64252413423,7.63964228786,3.0,2,1.17812886558,12.8609986133,5,5.0,4,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
826,5,6.66568371778,6.66568371778,0.0,1,-1.56191900922,11.6036798282,3,3.0,0,4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,7,7.26892012819,7.28276117961,2.0,2,0.980053115591,12.149502294,4,4.0,3,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
828,5,7.6624678152,6.92165818415,2.0,2,-0.142376134325,12.1281111041,3,3.0,0,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,7,7.10987946307,6.39859493454,2.0,2,1.11210361558,11.9009052587,4,4.0,0,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
830,6,7.23921497378,7.23921497378,2.0,1,-0.4725023843,12.0197430673,3,3.0,4,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
831,7,7.09090982208,6.39859493454,2.0,2,1.11210361558,11.9250351158,3,4.0,0,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
832,7,7.51207124584,6.84800527458,2.0,2,1.04607836559,12.3758154201,4,4.0,3,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,6,7.32448997935,7.32448997935,2.0,1,-0.241414009317,12.0257490914,3,3.0,0,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
834,5,7.04315991599,7.04315991599,2.0,1,-0.34045188431,11.8490404949,3,3.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
835,4,6.97354301952,6.97354301952,2.0,2,-0.703590759282,11.7597855429,3,4.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
836,5,7.35244110024,7.35244110024,2.0,1,-0.769616009277,11.941455846,3,3.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
837,6,6.89568269775,6.18208490672,1.0,1,0.0556996156604,11.512925465,3,3.0,0,3,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,5,7.00306545879,7.00306545879,1.0,1,0.781977365606,11.8775685786,3,4.0,0,5,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,5,7.09090982208,6.64509096951,1.0,1,-0.835641259272,11.7791285057,3,3.0,0,5,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,6,7.30182234214,6.51174532964,1.0,2,-1.52890638422,11.8493977016,3,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
841,5,7.33953769541,6.47850964221,2.0,2,-2.22217150917,11.9671807372,3,3.0,1,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
842,6,7.06133436691,7.02820143206,2.0,1,-0.175388759322,12.071969661,3,3.0,0,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
843,5,7.49609734518,7.49609734518,0.0,2,-0.34045188431,11.8565151694,3,3.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
844,5,7.25629723969,6.77650699237,3.0,1,-1.8590326342,11.9440583198,3,3.0,4,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
845,5,7.43955930913,7.23777819192,2.0,2,0.121724865655,12.0494188355,3,4.0,3,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
846,7,7.48211892355,6.6080006253,2.0,2,0.715952115611,12.2690474447,4,4.0,3,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
847,5,6.76272950693,6.76272950693,1.0,1,0.0226869906629,11.8018567568,3,3.0,2,5,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,6,7.76599307941,6.8112443786,2.0,3,-2.09012100918,12.3883942023,3,3.0,4,3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,6,7.52617891335,6.27098843186,2.0,2,0.154737490653,12.1388638958,4,3.0,3,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
850,6,6.74405918631,6.74405918631,2.0,1,1.04607836559,11.7867621306,4,4.0,0,5,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,8,7.2841348062,7.14991683613,2.0,2,1.04607836559,12.2783933071,4,4.0,3,5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,7,7.40671073018,6.82328612236,1.0,2,-1.00070438426,12.0076217068,3,3.0,4,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,6,7.27655640272,7.02820143206,2.0,1,-0.241414009317,11.970350312,3,3.0,2,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
854,5,7.48436864329,7.47533923657,2.0,1,-0.538527634295,12.043553716,3,3.0,4,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
855,5,6.94793706861,6.94793706861,1.0,1,-0.307439259312,11.7519423654,3,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
856,6,6.93439720993,6.84694313959,2.0,1,0.220762740648,11.8981878658,3,4.0,0,3,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,6,7.30114780586,6.55535689181,2.0,2,0.748964740608,12.0668105782,3,4.0,3,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,7,7.22329567956,6.99484998583,2.0,2,0.154737490653,11.9316357998,3,4.0,3,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
859,6,7.88419993368,6.96129604591,2.0,2,-0.109363509327,12.4292161968,3,3.0,4,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
860,7,7.26332961748,6.81673588059,1.0,1,-1.7599947592,12.1545161586,4,3.0,4,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,5,6.94697599214,6.94697599214,2.0,1,-0.20840138432,11.7867621306,3,3.0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
862,6,7.00124562207,6.94793706861,2.0,2,0.418838490633,11.9316357998,3,4.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863,5,7.04664727785,7.04664727785,1.0,1,-0.406477134305,11.7943379244,3,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
864,7,7.22475340577,7.22475340577,2.0,2,1.17812886558,12.4315335098,4,5.0,0,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
865,5,6.91075078796,6.91075078796,2.0,1,-0.0433382593321,11.9083402372,3,3.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
866,8,7.40671073018,7.40184157874,3.0,2,1.14511624058,12.4248064884,4,4.0,4,5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
867,4,7.02197642307,6.94793706861,2.0,1,-0.34045188431,11.7675676833,3,3.0,0,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
868,5,7.74975340627,0.0,2.0,2,-0.769616009277,12.0376539939,3,0.0,3,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,7,7.57558465156,6.95749737088,2.0,2,0.715952115611,12.371587084,4,4.0,3,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
870,5,6.79682371827,6.79682371827,1.0,1,-0.307439259312,11.6036798282,3,3.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
871,6,7.42833319419,6.69084227742,2.0,2,0.881015240598,12.2085695257,3,4.0,0,5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,5,6.81454289726,4.66343909411,2.0,1,-0.60455288429,11.6613454701,4,3.0,0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
